"Time";"Consumption";"Grid consumption";"Grid backflow";"PV generation";"Battery charging";"Battery discharging"
"2022-03-05T08:30:00+01:00";64271.7797123016;59611.63988095237;0;1155.1586805555555;0;3461.8137040178567
"2022-03-05T09:00:00+01:00";73479.56048412697;68433.72357142856;0;1594.9690555555555;0;4079.9432088095245
"2022-03-05T09:30:00+01:00";83463.47852380954;72519.25404761905;0;2015.2923333333333;0;9322.759100714287
"2022-03-05T10:00:00+01:00";77097.8356031746;71244.78357142858;0;2144.178222222222;0;4177.316191547619
"2022-03-05T10:30:00+01:00";80078.20656814448;71724.20779967158;0;4037.1724137931024;0;4617.098633374385
"2022-03-05T11:00:00+01:00";92600.1041904762;75804.2069047619;0;3407.79411111111;0;14230.687210912696
"2022-03-05T11:30:00+01:00";95232.72714285714;75533.75936507937;0;5262.245555555556;0;14743.647619484129
"2022-03-05T12:00:00+01:00";97099.98595238096;75119.71214285713;0;6682.08611111111;0;14795.17617079365
"2022-03-05T12:30:00+01:00";88174.47515873016;73502.05269841269;0;5098.627222222221;0;10309.260834047618
"2022-03-05T13:00:00+01:00";93560.9418650794;74879.06496031745;0;4899.9094444444445;0;14217.420124126986
"2022-03-05T13:30:00+01:00";86950.58669129721;75046.26297208537;0;3877.361896551724;0;7832.231079556649
"2022-03-05T14:00:00+01:00";91652.26004761904;75149.00428571428;0;3754.259333333333;0;13136.69354769841
"2022-03-05T14:30:00+01:00";87972.06178571428;72532.71099206348;0;7842.800000000001;0;7726.369002619048
"2022-03-05T15:00:00+01:00";81772.70662698412;71193.63083333334;0;6781.913333333334;0;3718.0569776587304
"2022-03-05T15:30:00+01:00";71533.81444444445;63675.95873015873;0;6327.636666666666;0;1464.9012803174596
"2022-03-05T16:00:00+01:00";75744.82893267651;69424.60673234811;0;4949.333448275862;0;1575.5727418719218
"2022-03-05T16:30:00+01:00";66856.8758888889;63461.323611111104;0;3364.7689444444454;0;39.54727984126985
"2022-03-05T17:00:00+01:00";67214.84232142856;64148.65388888889;0;2672.6654166666676;0;378.63874507936504
"2022-03-05T17:30:00+01:00";59318.625650793656;56964.41059523811;0;2354.215055555556;0;0
"2022-03-05T18:00:00+01:00";37313.50386190476;36604.29337301588;0;709.2104888888891;0;0
"2022-03-05T18:30:00+01:00";26505.163223979365;26490.513253968256;0;14.649970011111114;0;0
"2022-03-05T19:00:00+01:00";24747.122222222224;24747.122222222224;0;0;0;0
"2022-03-05T19:30:00+01:00";24570.695894909684;24570.695894909684;0;0;0;0
"2022-03-05T20:00:00+01:00";24501.99142857143;24501.99142857143;0;0;0;0
"2022-03-05T20:30:00+01:00";25217.671031746027;25200.96579365079;0;0;0;0
"2022-03-05T21:00:00+01:00";28169.01273809524;28169.01273809524;0;0;0;0
"2022-03-05T21:30:00+01:00";27895.813531746033;27895.813531746033;0;0;0;0
"2022-03-05T22:00:00+01:00";27887.10039682539;27887.10039682539;0;0;0;0
"2022-03-05T22:30:00+01:00";27969.42701149425;27969.42701149425;0;0;0;0
"2022-03-05T23:00:00+01:00";27798.69638888889;27798.69638888889;0;0;0;0
"2022-03-05T23:30:00+01:00";28078.417658730163;28078.417658730163;0;0;0;0
"2022-03-06T00:00:00+01:00";28141.379999999997;28141.09333333333;0;0;0;0
"2022-03-06T00:30:00+01:00";27924.06599206349;27924.06599206349;0;0;0;0
"2022-03-06T01:00:00+01:00";60022.96904761905;60022.96904761905;0;0;30994.478230198416;0
"2022-03-06T01:30:00+01:00";60937.47401477832;60937.47401477832;0;0;32194.045198481115;0
"2022-03-06T02:00:00+01:00";60338.25908730158;60338.25908730158;0;0;33548.59152285713;0
"2022-03-06T02:30:00+01:00";59324.31376984126;59324.31376984126;0;0;32988.62835051587;0
"2022-03-06T03:00:00+01:00";40168.61313492064;40168.61313492064;0;0;14585.033456111114;0
"2022-03-06T03:30:00+01:00";26330.669206349205;26330.669206349205;0;0;642.4161954761905;3.5831175
"2022-03-06T04:00:00+01:00";25379.434960317463;25379.434960317463;0;0;0;0
"2022-03-06T04:30:00+01:00";25329.35307881773;25329.35307881773;0;0;0;0
"2022-03-06T05:00:00+01:00";26905.032777777782;26905.032777777782;0;0;0;0
"2022-03-06T05:30:00+01:00";28827.16277777778;28827.16277777778;0;0;0;0
"2022-03-06T06:00:00+01:00";28706.348293650797;28706.348293650797;0;0;0;0
"2022-03-06T06:30:00+01:00";29149.09801587301;29148.92301587301;0;0;0;0
"2022-03-06T07:00:00+01:00";30962.37531746032;30962.37531746032;0;0;0;0
"2022-03-06T07:30:00+01:00";30190.910139573072;30190.910139573072;0;0;0;0
"2022-03-06T08:00:00+01:00";31166.298996396825;31132.42547619047;0;26.60939322222222;0;0
"2022-03-06T08:30:00+01:00";36345.25598809524;35975.92511904761;0;362.3824166666667;0;0
"2022-03-06T09:00:00+01:00";78186.64818253968;69431.07722222221;0;2676.1095;0;6316.364860119048
"2022-03-06T09:30:00+01:00";62230.6952936508;58575.7921031746;0;3640.4081111111113;0;28.181605238095237
"2022-03-06T10:00:00+01:00";65027.59209359607;62338.18095238096;0;1942.293735632184;0;621.6895450738918
"2022-03-06T10:30:00+01:00";86825.82996031748;74137.24154761905;0;6931.709444444446;0;6354.497399285712
"2022-03-06T11:00:00+01:00";94834.77765873015;74580.01265873015;0;10686.80111111111;0;10138.271284087301
"2022-03-06T11:30:00+01:00";90588.99388888887;75206.32345238097;0;3243.0152777777776;0;11857.839487896823
"2022-03-06T12:00:00+01:00";87930.90436507938;73003.27702380954;0;9154.368611111111;0;6085.304522222222
"2022-03-06T12:30:00+01:00";87220.84132539682;70870.89404761905;0;10585.648388888889;0;5953.62876154762
"2022-03-06T13:00:00+01:00";87374.20722495894;72319.0935960591;0;11028.145648604272;0;3951.9523894088666
"2022-03-06T13:30:00+01:00";86683.08996031746;74383.76880952383;0;6102.404722222224;0;6554.311918611111
"2022-03-06T14:00:00+01:00";87226.09396825398;74217.87027777778;0;4695.791944444444;0;9231.499500079364
"2022-03-06T14:30:00+01:00";88854.93333333333;74190.3392063492;0;5691.971111111111;0;9355.690385833332
"2022-03-06T15:00:00+01:00";82764.66615079365;70007.81750000002;0;7945.3438888888895;0;5044.236050198413
"2022-03-06T15:30:00+01:00";79639.21297619048;67360.78503968254;0;10732.175555555554;0;1515.731761587301
"2022-03-06T16:00:00+01:00";74870.11346469622;66574.77393267654;0;6222.848563218392;0;2070.730771756979
"2022-03-06T16:30:00+01:00";67181.19575396826;60816.36269841269;0;6319.193611111112;0;44.73747126984127
"2022-03-06T17:00:00+01:00";64861.44857936509;61097.0769047619;0;3278.3348888888877;0;634.567928174603
"2022-03-06T17:30:00+01:00";53601.6401825397;51642.5069047619;0;1946.8916666666664;0;3.2036904761904768
"2022-03-06T18:00:00+01:00";33834.80061904762;32833.3740079365;0;1001.4266111111111;0;0
"2022-03-06T18:30:00+01:00";30166.856479760314;30002.241428571422;0;164.61505118888883;0;0
"2022-03-06T19:00:00+01:00";28970.315681444998;28970.315681444998;0;0;0;0
"2022-03-06T19:30:00+01:00";28679.212539682536;28679.212539682536;0;0;0;0
"2022-03-06T20:00:00+01:00";29170.316865079356;29170.316865079356;0;0;0;0
"2022-03-06T20:30:00+01:00";28782.053730158732;28782.053730158732;0;0;0;0
"2022-03-06T21:00:00+01:00";28478.836706349204;28478.836706349204;0;0;0;0
"2022-03-06T21:30:00+01:00";28876.255793650802;28876.255793650802;0;0;0;0
"2022-03-06T22:00:00+01:00";29217.230829228236;29217.230829228236;0;0;0;0
"2022-03-06T22:30:00+01:00";29950.332063492056;29950.332063492056;0;0;0;0
"2022-03-06T23:00:00+01:00";28911.13936507936;28911.13936507936;0;0;0;0
"2022-03-06T23:30:00+01:00";29631.425198412693;29631.425198412693;0;0;0;0
"2022-03-07T00:00:00+01:00";29819.071666666667;29819.071666666667;0;0;0;0
"2022-03-07T00:30:00+01:00";29001.39349206349;29001.39349206349;0;0;0;0
"2022-03-07T01:00:00+01:00";53933.554187192116;53933.554187192116;0;0;23851.247713382592;0
"2022-03-07T01:30:00+01:00";54440.35634920635;54440.35634920635;0;0;24849.612867738106;0
"2022-03-07T02:00:00+01:00";57500.8951984127;57500.8951984127;0;0;27804.64261198413;0
"2022-03-07T02:30:00+01:00";49972.13111111111;49972.13111111111;0;0;19383.183726230163;0
"2022-03-07T03:00:00+01:00";30702.31369047619;30702.31369047619;0;0;732.9276379365078;0
"2022-03-07T03:30:00+01:00";29640.82595238095;29640.82595238095;0;0;98.7563280952381;3.381605000000001
"2022-03-07T04:00:00+01:00";29622.175903119874;29622.175903119874;0;0;0;0
"2022-03-07T04:30:00+01:00";29482.090158730156;29464.468492063494;0;0;0;0
"2022-03-07T05:00:00+01:00";29103.99603174603;29103.99603174603;0;0;0;0
"2022-03-07T05:30:00+01:00";29835.745595238095;29835.745595238095;0;0;0;0
"2022-03-07T06:00:00+01:00";29892.25313492063;29892.25313492063;0;0;0;0
"2022-03-07T06:30:00+01:00";30074.811587301596;30074.811587301596;0;0;0;0
"2022-03-07T07:00:00+01:00";33528.724096880134;33528.724096880134;0;0;0;0
"2022-03-07T07:30:00+01:00";30843.350017230146;30814.5046031746;0;28.84541405555556;0;0
"2022-03-07T08:00:00+01:00";33865.16522460317;33260.78484126984;0;604.3803833333334;0;0
"2022-03-07T08:30:00+01:00";38847.657325396816;36792.53015873016;0;2055.1271666666667;0;0
"2022-03-07T09:00:00+01:00";68329.31089682541;63196.00563492063;0;3828.1782777777776;0;1510.887161666667
"2022-03-07T09:30:00+01:00";73487.23936507937;65968.43353174602;0;7174.905833333334;0;372.59120412698417
"2022-03-07T10:00:00+01:00";83396.33579638753;69647.69133825945;0;10088.79511494253;0;3836.5648870689656
"2022-03-07T10:30:00+01:00";74939.22587301586;70013.06170634921;0;4895.0149603174605;0;44.45816365079365
"2022-03-07T11:00:00+01:00";81107.31662698413;75399.36761904764;0;5707.924007936507;0;13.528816388888886
"2022-03-07T11:30:00+01:00";81494.52472222221;69969.55380952382;0;11112.548690476195;0;357.35914083333324
"2022-03-07T12:00:00+01:00";73545.2748888889;62315.04833333334;0;11191.548222222224;0;79.06923071428567
